NODE_3_length_816715_cov_14.70.g1054.t1_1	tr|B8MG03|B8MG03_TALSN	83.668	398	54	2	1	388	1	397	0.0	669
NODE_3_length_816715_cov_14.70.g1055.t1_1	tr|B8MLM4|B8MLM4_TALSN	89.209	278	30	0	1	278	1	278	0.0	509
NODE_3_length_816715_cov_14.70.g1056.t1_1	tr|A0A7H8R9T8|A0A7H8R9T8_TALRU	59.375	32	13	0	75	106	24	55	1.98e-07	48.5
NODE_3_length_816715_cov_14.70.g1057.t1_1	tr|B6QC87|B6QC87_TALMQ	28.257	499	324	9	29	522	33	502	1.22e-55	199
NODE_3_length_816715_cov_14.70.g1058.t1_1	tr|A0A7H8QW12|A0A7H8QW12_TALRU	35.091	493	283	8	5	463	168	657	3.77e-95	314
NODE_3_length_816715_cov_14.70.g1059.t1_1	tr|B8MAL8|B8MAL8_TALSN	29.958	474	274	12	15	450	21	474	1.77e-67	226
NODE_3_length_816715_cov_14.70.g1060.t1_1	tr|A0A225AQH1|A0A225AQH1_9EURO	77.273	264	36	3	226	468	246	506	1.19e-108	345
NODE_3_length_816715_cov_14.70.g1061.t1_1	tr|A0A225A9F9|A0A225A9F9_9EURO	78.713	2067	345	21	1	2000	1	2039	0.0	3016
NODE_3_length_816715_cov_14.70.g1062.t1_1	tr|A0AAD4KGH2|A0AAD4KGH2_9EURO	32.787	61	36	4	155	211	93	152	2.6	31.6
NODE_3_length_816715_cov_14.70.g1063.t1_1	tr|B6QT48|B6QT48_TALMQ	25.316	158	91	5	76	206	133	290	2.7	32.7
NODE_3_length_816715_cov_14.70.g1064.t1_1	tr|A0A1Q5Q6E5|A0A1Q5Q6E5_9EURO	87.087	666	83	1	1	663	1	666	0.0	1132
NODE_3_length_816715_cov_14.70.g1065.t1_1	tr|A0A1Q5Q6L7|A0A1Q5Q6L7_9EURO	78.646	384	81	1	1	383	1	384	0.0	630
NODE_3_length_816715_cov_14.70.g1066.t1_1	tr|A0A225AHW3|A0A225AHW3_9EURO	93.174	293	20	0	1	293	1	293	0.0	561
NODE_3_length_816715_cov_14.70.g1067.t1_1	tr|A0A7H8RDD9|A0A7H8RDD9_TALRU	29.167	96	60	3	80	175	470	557	0.13	35.0
NODE_3_length_816715_cov_14.70.g1068.t1_1	tr|A0A364KX65|A0A364KX65_TALAM	54.615	520	216	4	32	536	6	520	0.0	585
NODE_3_length_816715_cov_14.70.g1069.t1_1	tr|A0A225AXZ1|A0A225AXZ1_9EURO	34.595	370	221	8	1	364	1	355	5.35e-62	205
NODE_3_length_816715_cov_14.70.g1070.t1_1	tr|A0A0U1MAD2|A0A0U1MAD2_TALIS	36.364	44	28	0	51	94	148	191	1.8	28.9
NODE_3_length_816715_cov_14.70.g1071.t1_1	tr|B8MHX3|B8MHX3_TALSN	76.442	208	39	3	1	199	1	207	1.18e-101	293
NODE_3_length_816715_cov_14.70.g1072.t1_1	tr|A0A225A791|A0A225A791_9EURO	88.732	284	23	2	88	363	1	283	1.56e-175	498
NODE_3_length_816715_cov_14.70.g1073.t1_1	tr|A0A225ANH1|A0A225ANH1_9EURO	81.720	930	131	13	1	905	1	916	0.0	1362
NODE_3_length_816715_cov_14.70.g1074.t1_1	tr|A0A225ASR9|A0A225ASR9_9EURO	90.385	208	19	1	1	207	288	495	8.52e-135	401
NODE_3_length_816715_cov_14.70.g1075.t1_1	tr|A0A225ASR9|A0A225ASR9_9EURO	69.048	252	67	1	1	252	1	241	1.34e-121	357
NODE_3_length_816715_cov_14.70.g1076.t1_1	tr|A0A225AHG7|A0A225AHG7_9EURO	77.924	607	106	8	759	1348	1	596	0.0	692
NODE_3_length_816715_cov_14.70.g1077.t1_1	tr|A0A225APM2|A0A225APM2_9EURO	33.333	48	28	1	46	93	361	404	1.3	29.6
NODE_3_length_816715_cov_14.70.g1078.t1_1	tr|A0A7H8QJ03|A0A7H8QJ03_TALRU	34.211	38	25	0	107	144	339	376	3.2	29.6
NODE_3_length_816715_cov_14.70.g1079.t1_1	tr|A0A225A7J5|A0A225A7J5_9EURO	83.262	233	29	1	138	360	3	235	7.74e-145	410
NODE_3_length_816715_cov_14.70.g1080.t1_1	tr|A0A225ACB1|A0A225ACB1_9EURO	82.096	458	49	5	1	442	1	441	0.0	751
NODE_3_length_816715_cov_14.70.g1081.t1_1	tr|A0A225AEP5|A0A225AEP5_9EURO	88.310	941	76	8	1	922	1	926	0.0	1463
NODE_3_length_816715_cov_14.70.g1082.t1_1	tr|A0A6V8HKJ4|A0A6V8HKJ4_TALPI	35.417	48	31	0	45	92	293	340	2.1	31.6
NODE_3_length_816715_cov_14.70.g1083.t1_1	tr|A0A225APY8|A0A225APY8_9EURO	95.982	224	9	0	1	224	1	224	9.30e-162	447
NODE_3_length_816715_cov_14.70.g1084.t1_1	tr|B8M9P4|B8M9P4_TALSN	35.484	31	20	0	89	119	430	460	0.72	32.3
NODE_3_length_816715_cov_14.70.g1085.t1_1	tr|A0A225A7X2|A0A225A7X2_9EURO	91.082	527	44	1	10	536	5	528	0.0	989
NODE_3_length_816715_cov_14.70.g1086.t1_1	tr|A0AAD4KFA7|A0AAD4KFA7_9EURO	28.302	53	38	0	28	80	31	83	1.2	30.0
NODE_3_length_816715_cov_14.70.g1087.t1_1	tr|A0A225AWN6|A0A225AWN6_9EURO	38.060	134	68	5	79	211	6	125	2.37e-16	81.3
NODE_3_length_816715_cov_14.70.g1088.t1_1	tr|A0A364L1J5|A0A364L1J5_TALAM	53.226	186	86	1	1	185	1	186	5.79e-60	196
NODE_3_length_816715_cov_14.70.g1089.t1_1	tr|A0A6V8HAJ1|A0A6V8HAJ1_TALPI	65.170	824	208	8	1	761	3	810	0.0	1028
NODE_3_length_816715_cov_14.70.g1090.t1_1	tr|A0A225AM52|A0A225AM52_9EURO	79.331	508	91	7	1	501	1	501	0.0	712
NODE_3_length_816715_cov_14.70.g1091.t1_1	tr|B6QLD5|B6QLD5_TALMQ	66.667	27	4	2	134	158	57	80	1.8	30.8
NODE_3_length_816715_cov_14.70.g1092.t1_1	tr|A0A225A7L8|A0A225A7L8_9EURO	87.186	398	50	1	1	398	101	497	0.0	665
NODE_3_length_816715_cov_14.70.g1093.t1_1	tr|B6QLD7|B6QLD7_TALMQ	86.306	628	72	6	1	620	1	622	0.0	1060
NODE_3_length_816715_cov_14.70.g1094.t1_1	tr|A0A225A9D8|A0A225A9D8_9EURO	91.238	525	46	0	18	542	1	525	0.0	999
NODE_3_length_816715_cov_14.70.g1095.t1_1	tr|A0A225A949|A0A225A949_9EURO	88.317	796	85	2	1	793	1	791	0.0	1313
NODE_3_length_816715_cov_14.70.g1096.t1_1	tr|B8MHU8|B8MHU8_TALSN	89.103	1037	90	8	1	1027	1	1024	0.0	1711
NODE_3_length_816715_cov_14.70.g1097.t1_1	tr|A0A0U1LPZ0|A0A0U1LPZ0_TALIS	31.765	85	43	2	270	354	884	953	2.4	33.1
NODE_3_length_816715_cov_14.70.g1098.t1_1	tr|A0A225APV4|A0A225APV4_9EURO	93.002	543	32	2	1	537	1	543	0.0	1027
NODE_3_length_816715_cov_14.70.g1099.t1_1	tr|A0A225AHD1|A0A225AHD1_9EURO	96.451	1127	40	0	1	1127	1	1127	0.0	2251
NODE_3_length_816715_cov_14.70.g1100.t1_1	tr|A0A225ALL2|A0A225ALL2_9EURO	83.158	380	53	4	1	380	57	425	0.0	625
NODE_3_length_816715_cov_14.70.g1101.t1_1	tr|A0A225ANC0|A0A225ANC0_9EURO	83.333	384	56	2	2	380	1	381	0.0	638
NODE_3_length_816715_cov_14.70.g1102.t1_1	tr|A0A225ASM5|A0A225ASM5_9EURO	77.460	315	58	4	1	309	16	323	3.47e-153	433
NODE_3_length_816715_cov_14.70.g1103.t1_1	tr|A0A225AC82|A0A225AC82_9EURO	93.674	411	24	1	1	411	1	409	0.0	805
NODE_3_length_816715_cov_14.70.g1104.t1_1	tr|A0A225A8Z6|A0A225A8Z6_9EURO	81.356	354	62	3	1	354	1	350	0.0	537
NODE_3_length_816715_cov_14.70.g1105.t1_1	tr|A0A7H8QP73|A0A7H8QP73_TALRU	36.443	461	236	10	81	536	182	590	6.90e-84	278
NODE_3_length_816715_cov_14.70.g1106.t1_1	tr|A0A364KN04|A0A364KN04_TALAM	57.377	488	202	4	19	503	77	561	0.0	578
NODE_3_length_816715_cov_14.70.g1107.t1_1	tr|A0A225AF07|A0A225AF07_9EURO	67.914	187	58	2	18	202	17	203	1.24e-75	229
NODE_3_length_816715_cov_14.70.g1108.t1_1	tr|A0A6V8HIY3|A0A6V8HIY3_TALPI	68.647	303	95	0	1	303	128	430	4.14e-144	414
NODE_3_length_816715_cov_14.70.g1109.t1_1	tr|A0A364KPC3|A0A364KPC3_TALAM	60.000	100	39	1	28	126	14	113	1.49e-36	130
NODE_3_length_816715_cov_14.70.g1110.t1_1	tr|A0A093UMD5|A0A093UMD5_TALMA	56.667	60	20	3	1	56	1	58	4.76e-09	52.0
NODE_3_length_816715_cov_14.70.g1111.t1_1	tr|A0A225ACK9|A0A225ACK9_9EURO	73.849	478	87	9	1	457	6	466	0.0	664
NODE_3_length_816715_cov_14.70.g1112.t1_1	tr|A0A225ANU3|A0A225ANU3_9EURO	79.655	290	59	0	1	290	87	376	5.61e-175	489
NODE_3_length_816715_cov_14.70.g1113.t1_1	tr|A0A225AQC1|A0A225AQC1_9EURO	88.764	267	30	0	1	267	1	267	2.61e-178	493
NODE_3_length_816715_cov_14.70.g1114.t1_1	tr|A0AAD4KR29|A0AAD4KR29_9EURO	93.897	426	26	0	1	426	1	426	0.0	837
NODE_3_length_816715_cov_14.70.g1115.t1_1	tr|A0A6V8HCT1|A0A6V8HCT1_TALPI	87.421	318	40	0	2	319	10	327	0.0	577
NODE_3_length_816715_cov_14.70.g1116.t1_1	tr|A0AAD4PYH1|A0AAD4PYH1_9EURO	89.572	748	62	6	39	777	1	741	0.0	1368
NODE_3_length_816715_cov_14.70.g1117.t1_1	tr|A0A7H8RGK4|A0A7H8RGK4_TALRU	91.636	550	42	1	1	550	1	546	0.0	1041
NODE_3_length_816715_cov_14.70.g1118.t1_1	tr|B6QRB2|B6QRB2_TALMQ	34.091	44	26	1	35	78	126	166	1.8	29.6
NODE_3_length_816715_cov_14.70.g1119.t1_1	tr|A0AAD4KRW1|A0AAD4KRW1_9EURO	95.985	274	11	0	1	274	1	274	0.0	540
NODE_3_length_816715_cov_14.70.g1120.t1_1	tr|A0AAD4KKY9|A0AAD4KKY9_9EURO	95.009	561	27	1	1	560	1	561	0.0	1107
NODE_3_length_816715_cov_14.70.g1121.t1_1	tr|A0A7H8RDV9|A0A7H8RDV9_TALRU	93.056	576	40	0	1	576	1	576	0.0	1136
NODE_3_length_816715_cov_14.70.g1122.t1_1	tr|A0A364KN58|A0A364KN58_TALAM	34.043	47	30	1	30	75	153	199	0.81	32.3
NODE_3_length_816715_cov_14.70.g1123.t1_1	tr|A0AAD4KL29|A0AAD4KL29_9EURO	94.152	342	20	0	1	342	1	342	0.0	679
NODE_3_length_816715_cov_14.70.g1124.t1_1	tr|A0AAD4KYY7|A0AAD4KYY7_9EURO	69.977	876	197	7	1	840	1	846	0.0	1215
NODE_3_length_816715_cov_14.70.g1125.t1_1	tr|A0AAD4KYY6|A0AAD4KYY6_9EURO	64.550	1134	310	8	1	1045	1	1131	0.0	1486
NODE_3_length_816715_cov_14.70.g1126.t1_1	tr|A0A225B5K2|A0A225B5K2_9EURO	85.083	362	47	4	1	357	1	360	0.0	640
NODE_3_length_816715_cov_14.70.g1127.t1_1	tr|A0AAD4KE58|A0AAD4KE58_9EURO	83.878	490	56	2	15	504	11	477	0.0	841
NODE_3_length_816715_cov_14.70.g1128.t1_1	tr|A0A364KST9|A0A364KST9_TALAM	27.211	147	97	4	38	181	41	180	7.75e-05	43.1
NODE_3_length_816715_cov_14.70.g1129.t1_1	tr|A0A225A9C7|A0A225A9C7_9EURO	86.592	179	24	0	10	188	1	179	4.76e-113	320
NODE_3_length_816715_cov_14.70.g1130.t1_1	tr|A0A7H8QTU9|A0A7H8QTU9_TALRU	69.024	297	91	1	1	296	1	297	2.28e-151	435
NODE_3_length_816715_cov_14.70.g1131.t1_1	tr|A0A093V356|A0A093V356_TALMA	77.778	117	18	1	1	117	1	109	2.47e-56	178
NODE_3_length_816715_cov_14.70.g1132.t1_1	tr|B6QME2|B6QME2_TALMQ	71.831	213	49	2	1	208	1	207	2.71e-103	303
NODE_3_length_816715_cov_14.70.g1133.t1_1	tr|A0A225ASP5|A0A225ASP5_9EURO	83.799	358	29	2	711	1043	1	354	0.0	642
NODE_3_length_816715_cov_14.70.g1134.t1_1	tr|A0A225A7V5|A0A225A7V5_9EURO	92.784	291	21	0	1	291	1	291	0.0	574
NODE_3_length_816715_cov_14.70.g1135.t1_1	tr|A0A093VHR5|A0A093VHR5_TALMA	50.973	257	124	1	1	255	1	257	1.92e-92	275
NODE_3_length_816715_cov_14.70.g1136.t1_1	tr|A0A225ANE3|A0A225ANE3_9EURO	100.000	156	0	0	1	156	1	156	1.23e-106	302
NODE_3_length_816715_cov_14.70.g1137.t1_1	tr|A0A7H8R2B1|A0A7H8R2B1_TALRU	24.706	85	54	3	36	114	372	452	5.5	30.0
NODE_3_length_816715_cov_14.70.g1138.t1_1	tr|A0A225AEF7|A0A225AEF7_9EURO	93.495	784	49	2	1	782	1	784	0.0	1395
NODE_3_length_816715_cov_14.70.g1139.t1_1	tr|A0A7H8QZ41|A0A7H8QZ41_TALRU	32.877	73	45	2	75	145	668	738	0.11	35.0
NODE_3_length_816715_cov_14.70.g1140.t1_1	tr|A0A225AHE6|A0A225AHE6_9EURO	68.764	461	96	9	1	437	1	437	0.0	598
NODE_3_length_816715_cov_14.70.g1141.t1_1	tr|A0AAD4L476|A0AAD4L476_9EURO	40.909	44	25	1	32	74	52	95	0.20	32.7
NODE_3_length_816715_cov_14.70.g1142.t1_1	tr|A0A225ALN0|A0A225ALN0_9EURO	87.882	883	83	5	1	864	1	878	0.0	1515
NODE_3_length_816715_cov_14.70.g1143.t1_1	tr|A0A225A909|A0A225A909_9EURO	98.901	91	1	0	1	91	1	91	3.89e-61	182
NODE_3_length_816715_cov_14.70.g1144.t1_1	tr|A0A225AC46|A0A225AC46_9EURO	88.518	958	101	2	1	957	1	950	0.0	1730
NODE_3_length_816715_cov_14.70.g1145.t1_1	tr|A0A225A778|A0A225A778_9EURO	85.159	283	41	1	68	350	1	282	0.0	506
NODE_3_length_816715_cov_14.70.g1146.t1_1	tr|A0A225A7I1|A0A225A7I1_9EURO	76.923	403	83	5	1	401	34	428	0.0	638
NODE_3_length_816715_cov_14.70.g1147.t1_1	tr|B6QLH5|B6QLH5_TALMQ	80.722	1136	196	6	1	1128	1	1121	0.0	1840
NODE_3_length_816715_cov_14.70.g1148.t1_1	tr|A0A6V8HHF5|A0A6V8HHF5_TALPI	22.807	114	83	3	32	143	452	562	4.4	31.2
NODE_3_length_816715_cov_14.70.g1149.t1_1	tr|A0A7H8QRF8|A0A7H8QRF8_TALRU	61.587	315	119	2	3	316	4	317	2.71e-141	409
NODE_3_length_816715_cov_14.70.g1150.t1_1	tr|A0A225AC93|A0A225AC93_9EURO	80.980	510	94	2	1	507	1	510	0.0	777
NODE_3_length_816715_cov_14.70.g1151.t1_1	tr|A0A7H8QHQ3|A0A7H8QHQ3_TALRU	34.328	201	95	9	155	347	48	219	4.52e-18	85.1
NODE_3_length_816715_cov_14.70.g1152.t1_1	tr|A0A225AF16|A0A225AF16_9EURO	85.380	342	49	1	74	415	1	341	0.0	588
NODE_3_length_816715_cov_14.70.g1153.t1_1	tr|A0A225ACL4|A0A225ACL4_9EURO	80.938	640	108	5	1	635	553	1183	0.0	1043
NODE_3_length_816715_cov_14.70.g1154.t1_1	tr|A0AAD4L3Q6|A0AAD4L3Q6_9EURO	86.018	658	73	3	241	880	31	687	0.0	1157
NODE_3_length_816715_cov_14.70.g1155.t1_1	tr|B6QMN0|B6QMN0_TALMQ	32.143	56	23	1	167	222	38	78	1.1	32.0
NODE_3_length_816715_cov_14.70.g1156.t1_1	tr|A0AAD4L6I5|A0AAD4L6I5_9EURO	94.805	462	24	0	1	462	1	462	0.0	875
NODE_3_length_816715_cov_14.70.g1157.t1_1	tr|A0AAD4L632|A0AAD4L632_9EURO	34.783	46	28	1	108	153	262	305	4.7	29.6
NODE_3_length_816715_cov_14.70.g1158.t1_1	tr|A0A7H8QN73|A0A7H8QN73_TALRU	26.582	316	222	4	18	328	20	330	2.94e-41	149
NODE_3_length_816715_cov_14.70.g1159.t1_1	tr|B6Q897|B6Q897_TALMQ	35.556	45	27	1	62	106	156	198	1.6	30.0
NODE_3_length_816715_cov_14.70.g1160.t1_1	tr|A0A093VCR3|A0A093VCR3_TALMA	31.226	522	316	15	14	518	31	526	1.16e-73	244
NODE_3_length_816715_cov_14.70.g1161.t1_1	tr|A0A0U1M9Q8|A0A0U1M9Q8_TALIS	35.714	28	17	1	21	48	42	68	2.3	28.5
NODE_3_length_816715_cov_14.70.g1162.t1_1	tr|A0AAD4KJP6|A0AAD4KJP6_9EURO	39.165	503	297	4	4	502	6	503	2.26e-118	359
NODE_3_length_816715_cov_14.70.g1163.t1_1	tr|A0AAD4PTV5|A0AAD4PTV5_9EURO	33.750	80	46	4	18	92	1117	1194	0.28	34.3
NODE_3_length_816715_cov_14.70.g1164.t1_1	tr|A0A7H8QRZ6|A0A7H8QRZ6_TALRU	61.233	227	81	4	8	227	17	243	3.22e-90	275
NODE_3_length_816715_cov_14.70.g1165.t1_1	tr|A0A225ANU9|A0A225ANU9_9EURO	89.840	374	38	0	1	374	1	374	0.0	679
NODE_3_length_816715_cov_14.70.g1166.t1_1	tr|A0A225A7C4|A0A225A7C4_9EURO	88.380	611	70	1	1	611	1	610	0.0	1140
NODE_3_length_816715_cov_14.70.g1167.t1_1	tr|A0A225A714|A0A225A714_9EURO	87.140	1112	123	5	1	1096	1	1108	0.0	1869
NODE_3_length_816715_cov_14.70.g1168.t1_1	tr|A0A0U1M3N5|A0A0U1M3N5_TALIS	51.794	836	271	14	1	770	1	770	0.0	721
NODE_3_length_816715_cov_14.70.g1169.t1_1	tr|A0A225A8U5|A0A225A8U5_9EURO	96.034	353	13	1	1	352	1	353	0.0	700
NODE_3_length_816715_cov_14.70.g1170.t1_1	tr|B6Q379|B6Q379_TALMQ	50.000	28	14	0	88	115	54	81	1.2	33.5
NODE_3_length_816715_cov_14.70.g1171.t1_1	tr|A0A225ASF9|A0A225ASF9_9EURO	87.443	1529	189	2	4	1531	1	1527	0.0	2529
NODE_3_length_816715_cov_14.70.g1172.t1_1	tr|A0A364L020|A0A364L020_TALAM	31.746	63	38	1	70	132	662	719	3.9	28.9
NODE_3_length_816715_cov_14.70.g1173.t1_1	tr|A0A225AEI2|A0A225AEI2_9EURO	100.000	161	0	0	1	161	1	161	1.04e-118	333
NODE_3_length_816715_cov_14.70.g1174.t1_1	tr|A0A225APS3|A0A225APS3_9EURO	67.708	480	119	8	183	655	103	553	0.0	628
NODE_3_length_816715_cov_14.70.g1175.t1_1	tr|B8MGZ0|B8MGZ0_TALSN	78.425	635	95	10	74	694	1	607	0.0	917
NODE_3_length_816715_cov_14.70.g1176.t1_1	tr|A0A225APT3|A0A225APT3_9EURO	63.436	454	164	1	1	454	4	455	0.0	581
NODE_3_length_816715_cov_14.70.g1177.t1_1	tr|A0A6V8GYY0|A0A6V8GYY0_TALPI	33.929	112	72	2	2	111	3	114	4.38e-08	53.9
NODE_3_length_816715_cov_14.70.g1178.t1_1	tr|A0A225ALJ2|A0A225ALJ2_9EURO	83.273	550	71	4	1	539	1	540	0.0	885
NODE_3_length_816715_cov_14.70.g1179.t1_1	tr|A0A225A7G0|A0A225A7G0_9EURO	87.555	458	56	1	1	457	1	458	0.0	845
NODE_3_length_816715_cov_14.70.g1180.t1_1	tr|A0A0U1LM80|A0A0U1LM80_TALIS	38.889	36	22	0	90	125	166	201	0.43	32.3
NODE_3_length_816715_cov_14.70.g1181.t1_1	tr|A0A6V8HHY3|A0A6V8HHY3_TALPI	87.316	339	43	0	1	339	1	339	0.0	624
NODE_3_length_816715_cov_14.70.g1182.t1_1	tr|A0A093VZM8|A0A093VZM8_TALMA	33.898	59	36	2	2	57	501	559	9.0	30.4
NODE_3_length_816715_cov_14.70.g1183.t1_1	tr|A0A225AT10|A0A225AT10_9EURO	92.708	288	19	1	1	288	1	286	0.0	533
NODE_3_length_816715_cov_14.70.g1184.t1_1	tr|A0A225ANR7|A0A225ANR7_9EURO	84.574	739	91	8	18	739	30	762	0.0	1261
NODE_3_length_816715_cov_14.70.g1185.t1_1	tr|A0A225AM07|A0A225AM07_9EURO	76.311	591	97	9	1	564	1	575	0.0	831
NODE_3_length_816715_cov_14.70.g1186.t1_1	tr|A0A225AHP8|A0A225AHP8_9EURO	85.942	313	37	3	1	312	1	307	2.15e-177	509
NODE_3_length_816715_cov_14.70.g1187.t1_1	tr|B8M813|B8M813_TALSN	94.475	362	20	0	1	362	1	362	0.0	697
NODE_3_length_816715_cov_14.70.g1188.t1_1	tr|A0A6V8HA27|A0A6V8HA27_TALPI	42.230	592	281	10	3	588	42	578	3.41e-135	419
NODE_3_length_816715_cov_14.70.g1189.t1_1	tr|A0A364KKN8|A0A364KKN8_TALAM	51.515	495	236	3	8	499	3	496	1.01e-178	513
NODE_3_length_816715_cov_14.70.g1190.t1_1	tr|A0A093V6Z9|A0A093V6Z9_TALMA	24.468	94	59	2	36	129	1491	1572	5.0	29.6
NODE_3_length_816715_cov_14.70.g1191.t1_1	tr|A0A225AWZ9|A0A225AWZ9_9EURO	85.597	486	63	2	1	484	6	486	0.0	874
NODE_3_length_816715_cov_14.70.g1192.t1_1	tr|A0A225APX5|A0A225APX5_9EURO	75.918	735	170	4	1	730	1	733	0.0	1008
NODE_3_length_816715_cov_14.70.g1193.t1_1	tr|A0A225A7R7|A0A225A7R7_9EURO	83.382	343	27	1	1	313	1	343	0.0	585
NODE_3_length_816715_cov_14.70.g1194.t1_1	tr|A0A225AQ91|A0A225AQ91_9EURO	91.105	742	48	2	1	724	1	742	0.0	1310
NODE_3_length_816715_cov_14.70.g1195.t1_1	tr|A0A225AEY1|A0A225AEY1_9EURO	83.770	382	60	1	2	381	4	385	0.0	660
NODE_3_length_816715_cov_14.70.g1196.t1_1	tr|A0A7H8RCQ4|A0A7H8RCQ4_TALRU	25.773	97	70	1	11	105	198	294	0.34	33.9
NODE_3_length_816715_cov_14.70.g1197.t1_1	tr|A0A225AEJ9|A0A225AEJ9_9EURO	93.832	535	33	0	1	535	1	535	0.0	1008
NODE_3_length_816715_cov_14.70.g1198.t1_1	tr|A0A7H8QPP2|A0A7H8QPP2_TALRU	30.769	117	66	4	7	116	374	482	0.084	35.4
NODE_3_length_816715_cov_14.70.g1199.t1_1	tr|A0A225A8Y6|A0A225A8Y6_9EURO	87.273	385	42	2	1	385	32	409	0.0	685
NODE_3_length_816715_cov_14.70.g1200.t1_1	tr|B6QLQ1|B6QLQ1_TALMQ	29.703	101	54	3	60	149	526	620	4.8	30.4
NODE_3_length_816715_cov_14.70.g1201.t1_1	tr|A0A225A755|A0A225A755_9EURO	66.135	564	190	1	11	574	9	571	0.0	769
NODE_3_length_816715_cov_14.70.g1202.t1_1	tr|A0A225A7G1|A0A225A7G1_9EURO	83.826	575	92	1	1	575	1	574	0.0	1003
NODE_3_length_816715_cov_14.70.g1203.t1_1	tr|A0A225AC74|A0A225AC74_9EURO	84.933	896	131	2	343	1237	1	893	0.0	1585
NODE_3_length_816715_cov_14.70.g1204.t1_1	tr|A0A0U1LUS1|A0A0U1LUS1_TALIS	65.361	332	107	5	2	331	286	611	4.16e-157	454
NODE_3_length_816715_cov_14.70.g1205.t1_1	tr|A0A0U1LY54|A0A0U1LY54_TALIS	25.899	278	173	9	251	510	53	315	1.87e-10	65.9
NODE_3_length_816715_cov_14.70.g1206.t1_1	tr|A0A364KT65|A0A364KT65_TALAM	31.921	354	185	12	23	361	18	330	1.41e-45	160
NODE_3_length_816715_cov_14.70.g1207.t1_1	tr|A0A6V8GZI8|A0A6V8GZI8_TALPI	88.679	371	42	0	1	371	1	371	0.0	665
NODE_3_length_816715_cov_14.70.g1208.t1_1	tr|A0A093VJY1|A0A093VJY1_TALMA	66.207	290	71	3	1	263	1	290	3.66e-121	350
NODE_3_length_816715_cov_14.70.g1209.t1_1	tr|A0A364L1Z4|A0A364L1Z4_TALAM	57.479	468	171	6	145	587	6	470	0.0	539
NODE_3_length_816715_cov_14.70.g1210.t1_1	tr|A0A6V8H0G1|A0A6V8H0G1_TALPI	81.007	437	42	5	1	396	1	437	0.0	668
NODE_4_length_746330_cov_14.71.g1211.t1_1	tr|A0A364KS41|A0A364KS41_TALAM	51.881	505	166	7	24	451	325	829	1.75e-143	460
NODE_4_length_746330_cov_14.71.g1212.t1_1	tr|A0A364KVU2|A0A364KVU2_TALAM	61.765	408	154	1	1	406	1	408	0.0	556
NODE_4_length_746330_cov_14.71.g1213.t1_1	tr|A0A1Q5Q891|A0A1Q5Q891_9EURO	95.533	291	13	0	6	296	2	292	0.0	571
NODE_4_length_746330_cov_14.71.g1214.t1_1	tr|A0A1Q5Q7Y6|A0A1Q5Q7Y6_9EURO	64.672	351	104	4	1	347	1	335	2.35e-106	316
NODE_4_length_746330_cov_14.71.g1215.t1_1	tr|B6Q423|B6Q423_TALMQ	72.189	169	34	3	161	317	25	192	1.01e-70	219
NODE_4_length_746330_cov_14.71.g1216.t1_1	tr|A0A1Q5Q8G7|A0A1Q5Q8G7_9EURO	85.645	620	84	1	1	615	1	620	0.0	1043
NODE_4_length_746330_cov_14.71.g1217.t1_1	tr|A0A1Q5Q7Z1|A0A1Q5Q7Z1_9EURO	83.871	93	15	0	1	93	1	93	8.45e-47	152
NODE_4_length_746330_cov_14.71.g1218.t1_1	tr|A0A1Q5Q804|A0A1Q5Q804_9EURO	92.599	554	35	1	1	554	1	548	0.0	910
NODE_4_length_746330_cov_14.71.g1219.t1_1	tr|A0A0U1LL83|A0A0U1LL83_TALIS	32.727	55	33	1	145	195	963	1017	2.0	31.2
NODE_4_length_746330_cov_14.71.g1220.t1_1	tr|A0A1Q5Q810|A0A1Q5Q810_9EURO	91.633	502	42	0	1	502	1	502	0.0	925
NODE_4_length_746330_cov_14.71.g1221.t1_1	tr|A0A1Q5Q869|A0A1Q5Q869_9EURO	92.453	265	20	0	1	265	1	265	0.0	507
NODE_4_length_746330_cov_14.71.g1222.t1_1	tr|A0A1Q5Q7Z5|A0A1Q5Q7Z5_9EURO	89.846	325	33	0	1	325	1	325	0.0	611
NODE_4_length_746330_cov_14.71.g1223.t1_1	tr|A0A225AQK2|A0A225AQK2_9EURO	79.450	837	126	10	1	798	1	830	0.0	1260
NODE_4_length_746330_cov_14.71.g1224.t1_1	tr|A0A225B150|A0A225B150_9EURO	78.662	628	94	11	7	628	29	622	0.0	872
NODE_4_length_746330_cov_14.71.g1225.t1_1	tr|A0A225A6L1|A0A225A6L1_9EURO	85.781	429	41	3	1	409	1	429	0.0	754
NODE_4_length_746330_cov_14.71.g1226.t1_1	tr|A0A225ADM1|A0A225ADM1_9EURO	83.133	1079	135	7	12	1053	1	1069	0.0	1769
NODE_4_length_746330_cov_14.71.g1227.t1_1	tr|A0A225ARH1|A0A225ARH1_9EURO	95.420	262	11	1	1	262	933	1193	4.82e-176	518
NODE_4_length_746330_cov_14.71.g1228.t1_1	tr|A0A0U1M8K3|A0A0U1M8K3_TALIS	80.134	448	89	0	1	448	1	448	0.0	776
NODE_4_length_746330_cov_14.71.g1229.t1_1	tr|A0A225ARH1|A0A225ARH1_9EURO	94.793	845	41	3	159	1001	1	844	0.0	1658
